CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2022-00022926,0 Block PROVIDENCE PL,03/28/2022 11:57:00 AM,3,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JO
2022-00023457,0 Block PROVIDENCE PL,03/30/2022 12:32:00 PM,3,2022,Request for Assistance,Not Used,No Violations,0,JCryan
2022-00022725,0 Block PROVIDENCE PL,03/27/2022 05:19:00 PM,3,2022,Malicious Mischief,Not Used,No Violations,0,GGenao
2022-00013808,0 Block PROVIDENCE PL,02/23/2022 01:13:00 PM,2,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JO
2022-00013808,0 Block PROVIDENCE PL,02/23/2022 01:13:00 PM,2,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,JO
2022-00012274,0 Block PROVIDENCE PL,02/17/2022 06:29:00 PM,2,2022,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,ELane
2022-00006325,0 Block PROVIDENCE PL,01/26/2022 04:01:00 PM,1,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DAnderson
2022-00006325,0 Block PROVIDENCE PL,01/26/2022 04:01:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,DAnderson
2022-00005845,0 Block PROVIDENCE PL,01/24/2022 08:04:01 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MSullivan
2022-00005835,0 Block PROVIDENCE PL,01/24/2022 07:11:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,DAnderson
2022-00004130,0 Block PROVIDENCE PL,01/18/2022 01:23:00 PM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,JNazario Feliz
2022-00001707,0 Block PROVIDENCE PL,01/08/2022 12:56:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,JCryan
2022-00003412,0 Block PROVIDENCE PL,01/15/2022 02:39:00 PM,1,2022,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JPalmer
2022-00003412,0 Block PROVIDENCE PL,01/15/2022 02:39:00 PM,1,2022,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,JPalmer
2021-00102211,0 Block PROVIDENCE PL,12/23/2021 07:38:00 PM,12,2021,Embezzelment,11-41-20,SHOPLIFTING-MISD - EMPLOYEE,1,LPrete
2021-00101841,0 Block PROVIDENCE PL,12/22/2021 01:58:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JO
2021-00098155,0 Block PROVIDENCE PL,12/09/2021 04:23:00 PM,12,2021,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,DAnderson
2021-00102932,0 Block HARVARD AVE,12/27/2021 11:21:00 AM,12,2021,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,Central Station
2021-00102932,0 Block HARVARD AVE,12/27/2021 11:21:00 AM,12,2021,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00017932,300 Block POCASSET AVE,03/10/2022 11:23:00 PM,3,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SPerez
2022-00017932,300 Block POCASSET AVE,03/10/2022 11:23:00 PM,3,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,SPerez
2022-00043038,0 Block WHITTIER AVE,06/01/2022 05:34:00 PM,6,2022,Request for Assistance,Not Used,No violations,0,Central Station
2022-00032791,MANTON AVE &  GLENBRIDGE AVE,05/01/2022 02:48:00 AM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RMorel
2022-00036279,MANTON AVE &  GLENBRIDGE AVE,05/12/2022 07:41:00 PM,5,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,WSherrill
2021-00099294,MANTON AVE &  GLENBRIDGE AVE,12/13/2021 12:58:00 PM,12,2021,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,LRagosta
2021-00098306,BROAD ST &  LENOX AVE,12/10/2021 02:13:00 AM,12,2021,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,IQuinn
2022-00039381,BROAD ST &  LENOX AVE,05/22/2022 01:23:00 AM,5,2022,Weapons,Not Used,"Under Investigation, Offense Pending",0,DLiu
2022-00037659,0 Block WASHINGTON PL,05/16/2022 04:37:00 PM,5,2022,Suspicious Person,Not Used,No violations,0,PHourahan
2022-00026012,100 Block COMSTOCK AVE,04/08/2022 04:15:00 PM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,JMontano
2022-00500556,300 Block RIVER AVE,02/11/2022 02:33:20 PM,2,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,DShields
2022-00022787,WESTMINSTER ST &  DORRANCE ST,03/27/2022 09:43:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00038663,WESTMINSTER ST &  DORRANCE ST,05/20/2022 03:49:00 AM,5,2022,Property Damage,Not Used,No Violations,0,GSans-Souci
2022-00036936,800 Block CHALKSTONE AVE,05/14/2022 04:33:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,NAyala
2022-00501595,800 Block CHALKSTONE AVE,05/28/2022 07:13:48 PM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00041034,800 Block CHALKSTONE AVE,05/26/2022 10:10:00 PM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JAntoniou
2022-00033604,800 Block CHALKSTONE AVE,05/04/2022 12:54:00 AM,5,2022,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,RJoseph
2022-00029794,800 Block CHALKSTONE AVE,04/21/2022 09:16:00 AM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GScarcello
2022-00018238,800 Block CHALKSTONE AVE,03/11/2022 10:48:00 PM,3,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RJoseph
2022-00016940,800 Block CHALKSTONE AVE,03/07/2022 04:22:00 AM,3,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JNazario Feliz
2022-00016057,800 Block CHALKSTONE AVE,03/03/2022 11:48:00 PM,3,2022,Shots Fired,Not Used,No Violations,0,RJoseph
2022-00019039,800 Block CHALKSTONE AVE,03/15/2022 01:32:00 AM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RSavage
2022-00500477,800 Block CHALKSTONE AVE,02/03/2022 02:16:34 PM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00013926,800 Block CHALKSTONE AVE,02/23/2022 08:08:00 PM,2,2022,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,CSimanski
2022-00006286,800 Block CHALKSTONE AVE,01/26/2022 01:12:00 PM,1,2022,Dispersals,Not Used,No Violations,0,IQuinn
2022-00007165,800 Block CHALKSTONE AVE,01/29/2022 08:17:00 PM,1,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,HNorthup
2021-00099240,800 Block CHALKSTONE AVE,12/13/2021 09:27:00 AM,12,2021,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,1,LRagosta
2021-00099240,800 Block CHALKSTONE AVE,12/13/2021 09:27:00 AM,12,2021,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,LRagosta
2021-00099240,800 Block CHALKSTONE AVE,12/13/2021 09:27:00 AM,12,2021,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,LRagosta
2021-00101568,800 Block CHALKSTONE AVE,12/21/2021 11:16:00 AM,12,2021,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,FPerez Brito
2021-00503619,800 Block CHALKSTONE AVE,12/20/2021 05:57:55 PM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00000765,800 Block CHALKSTONE AVE,01/04/2022 09:23:00 AM,1,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,YGonzalez
2022-00028226,DOUGLAS AVE &  EATON ST,04/15/2022 04:23:00 PM,4,2022,Request for Assistance,Not Used,No Violations,0,TSavard
2021-00100687,BROAD ST &  SARATOGA ST,12/18/2021 12:53:00 AM,12,2021,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CClift
2021-00100687,BROAD ST &  SARATOGA ST,12/18/2021 12:53:00 AM,12,2021,DUI,31-27-2.1,Chemical Test Refusal,1,CClift
2021-00100687,BROAD ST &  SARATOGA ST,12/18/2021 12:53:00 AM,12,2021,Traffic Violation,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,1,CClift
2021-00100687,BROAD ST &  SARATOGA ST,12/18/2021 12:53:00 AM,12,2021,Traffic Violation,31-15-1,Right Half of Road,1,CClift
2021-00100687,BROAD ST &  SARATOGA ST,12/18/2021 12:53:00 AM,12,2021,Traffic Violation,31-15-4,Overtaking on Left,1,CClift
2022-00002248,0 Block MT VERNON ST,01/10/2022 07:06:00 PM,1,2022,Request for Assistance,Not Used,No Violations,0,ALevesque
2022-00001995,0 Block MT VERNON ST,01/09/2022 05:52:00 PM,1,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CCorreia
2022-00001995,0 Block MT VERNON ST,01/09/2022 05:52:00 PM,1,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,CCorreia
2022-00001995,0 Block MT VERNON ST,01/09/2022 05:52:00 PM,1,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,CCorreia
2022-00003574,RICHMOND ST &  WEYBOSSET ST,01/16/2022 02:15:00 AM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,BAucoin
2022-00010997,ELMWOOD AVE &  BURNETT ST,02/12/2022 06:56:00 PM,2,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,DLiu
2022-00014869,CHALKSTONE AVE &  RIVER AVE,02/27/2022 12:51:42 PM,2,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,AElie
2022-00004275,CHALKSTONE AVE &  RIVER AVE,01/18/2022 11:56:00 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RSavage
2021-00098962,0 Block BOWDOIN ST,12/12/2021 04:28:00 AM,12,2021,Malicious Mischief,Not Used,No Violations,0,NULL
2022-00016649,0 Block BOWDOIN ST,03/06/2022 02:09:00 AM,3,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ACaraballo
2022-00017959,300 Block RESERVOIR AVE,03/11/2022 12:49:00 AM,3,2022,Suspicious Person,Not Used,No Violations,0,EEspinal
2021-00099288,300 Block RESERVOIR AVE,12/13/2021 12:25:11 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,KDemarco
2022-00500314,300 Block RESERVOIR AVE,01/18/2022 04:53:38 PM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00500083,300 Block RESERVOIR AVE,01/05/2022 06:32:07 PM,1,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00022535,ELMWOOD AVE &  MAWNEY ST,03/26/2022 11:19:00 PM,3,2022,Suspicious Person,Not Used,No Violations,0,ASubramaniam
2022-00500908,1200 Block EDDY ST,03/16/2022 08:08:19 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00014022,ANGELL ST &  HOPE ST,02/24/2022 09:24:00 AM,2,2022,Traffic Violation,31-10-27,No License on Person - Exhibited on Demand,1,AHampton
2022-00022762,400 Block ADMIRAL ST,03/27/2022 07:36:00 PM,3,2022,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,KDoldoorian
2022-00037549,400 Block ADMIRAL ST,05/16/2022 09:42:56 AM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JMadeira
2022-00003369,100 Block CLARENCE ST,01/15/2022 11:12:34 AM,1,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,JDalton
2021-00098055,200 Block S MAIN ST,12/09/2021 09:53:10 AM,12,2021,Municipal Code Violation,Sec. 23-95.,Parking or MV Violation,1,RKing
2022-00027123,REDWING ST &  ELMWOOD AVE,04/12/2022 09:34:15 AM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,KDemarco
2022-00027486,0 Block BODELL AVE,04/13/2022 02:59:00 PM,4,2022,Request for Assistance,Not Used,No Violations,0,SKawejsza
2022-00033051,POCASSET AVE &  UNION AVE,05/01/2022 09:53:00 PM,5,2022,Shots Fired,Not Used,No Violations,0,MRousseau
2022-00002583,POCASSET AVE &  UNION AVE,01/12/2022 12:30:00 PM,1,2022,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,GSans-Souci
2022-00005380,100 Block PUTNAM ST,01/22/2022 11:29:00 PM,1,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ACaraballo
2022-00004693,0 Block CALHOUN AVE,01/20/2022 04:49:00 PM,1,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,WKeoh
2022-00500513,100 Block WASHINGTON ST,02/08/2022 11:30:24 AM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00006712,FOUNTAIN ST &  EMPIRE ST,01/28/2022 12:35:00 AM,1,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,NULL
2022-00009688,100 Block PLAINFIELD ST,02/08/2022 01:16:00 AM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NULL
2022-00009688,100 Block PLAINFIELD ST,02/08/2022 01:16:00 AM,2,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NULL
2022-00028719,ALLENS AVE &  PUBLIC ST,04/17/2022 02:14:00 AM,4,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,RBallinger
2022-00028719,ALLENS AVE &  PUBLIC ST,04/17/2022 02:14:00 AM,4,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,RBallinger
2021-00102897,100 Block FOUNTAIN ST,12/27/2021 07:34:00 AM,12,2021,Stolen Vehicle\Recovered,Not Used,No Violations,0,JO
2021-00102895,100 Block FOUNTAIN ST,12/27/2021 07:11:00 AM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JO
2021-00102895,100 Block FOUNTAIN ST,12/27/2021 07:11:00 AM,12,2021,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,JO
2021-00102895,100 Block FOUNTAIN ST,12/27/2021 07:11:00 AM,12,2021,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JO
2021-00102895,100 Block FOUNTAIN ST,12/27/2021 07:11:00 AM,12,2021,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,JO
2022-00002735,0 Block EATON ST,01/13/2022 12:38:00 AM,1,2022,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,LRamalho
2022-00030561,0 Block EATON ST,04/23/2022 04:05:00 PM,4,2022,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,MTroia
2021-00099037,300 Block HOPE ST,12/12/2021 12:09:00 PM,12,2021,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MRoman
2022-00028494,500 Block ELMWOOD AVE,04/16/2022 11:35:09 AM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,ADeschamps
2022-00037702,200 Block THAYER ST,05/16/2022 07:08:00 PM,5,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,ALima
2021-00103810,200 Block THAYER ST,12/30/2021 06:20:00 PM,12,2021,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RMorel
2021-00103987,300 Block W RIVER ST,12/31/2021 03:18:00 PM,12,2021,Tresspassing,11-44-26,WILLFUL TRESPASS,1,YGonzalez
2021-00103943,300 Block W RIVER ST,12/31/2021 11:41:00 AM,12,2021,Tresspassing,11-44-26,WILLFUL TRESPASS,1,YGonzalez
2021-00103587,300 Block W RIVER ST,12/29/2021 07:06:00 PM,12,2021,Request for Assistance,Not Used,No Violations,0,CGordillo Perez
2021-00102726,300 Block W RIVER ST,12/26/2021 10:32:00 AM,12,2021,Suspicious Person,Not Used,No Violations,0,DMartinez
2021-00099687,300 Block W RIVER ST,12/14/2021 07:26:00 PM,12,2021,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,CCorreia
2021-00101564,300 Block W RIVER ST,12/21/2021 10:33:00 AM,12,2021,Trespass,Not Used,No Violations,0,PCaminero
2021-00098166,300 Block W RIVER ST,12/09/2021 05:06:00 PM,12,2021,Narcotics Violation,Not Used,No violations,0,ALara
2022-00003923,300 Block W RIVER ST,01/17/2022 03:09:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SNoti
2022-00007602,300 Block W RIVER ST,01/31/2022 02:51:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JMontano
2022-00008378,300 Block W RIVER ST,02/03/2022 03:28:00 AM,2,2022,Tresspassing,11-44-26,WILLFUL TRESPASS,1,JPalmer
2022-00008378,300 Block W RIVER ST,02/03/2022 03:28:00 AM,2,2022,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JPalmer
2022-00008711,300 Block W RIVER ST,02/04/2022 09:30:00 AM,2,2022,Trespass,Not Used,No Violations,0,YGonzalez
2022-00013619,300 Block W RIVER ST,02/22/2022 04:42:00 PM,2,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2022-00012927,300 Block W RIVER ST,02/19/2022 09:09:00 PM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SMarmas
2022-00032220,300 Block W RIVER ST,04/29/2022 01:03:00 PM,4,2022,Trespass,Not Used,No Violations,0,PCaminero
2022-00028236,300 Block W RIVER ST,04/15/2022 04:39:00 PM,4,2022,Trespass,Not Used,No Violations,0,SMarmas
2022-00027148,300 Block VALLEY ST,04/12/2022 11:45:53 AM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MTella
2022-00501202,300 Block VALLEY ST,04/09/2022 07:29:05 AM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2022-00500759,300 Block VALLEY ST,03/06/2022 03:15:04 PM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00016198,300 Block VALLEY ST,03/04/2022 01:53:58 PM,3,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,AElie
2022-00015484,300 Block VALLEY ST,03/01/2022 08:03:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLabutti
2022-00037369,300 Block VALLEY ST,05/15/2022 06:26:00 PM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NAyala
2022-00501517,300 Block VALLEY ST,05/22/2022 11:22:49 AM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00040033,300 Block VALLEY ST,05/23/2022 08:48:00 PM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KHeron
2022-00501587,300 Block VALLEY ST,05/29/2022 04:11:43 PM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00500448,300 Block VALLEY ST,01/29/2022 11:30:39 AM,1,2022,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,DShields
2021-00098812,300 Block VALLEY ST,12/11/2021 07:04:00 PM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JMota
2022-00012512,EDDY ST &  ALLENS AVE,02/18/2022 03:36:00 PM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JMota
2022-00500986,FRIENDSHIP ST &  PORTLAND ST,03/22/2022 06:20:55 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00501478,100 Block BROADWAY,05/16/2022 07:12:14 PM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2021-00100730,100 Block GALLUP ST,12/18/2021 04:58:00 AM,12,2021,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,MSandorse
2021-00100730,100 Block GALLUP ST,12/18/2021 04:58:00 AM,12,2021,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MSandorse
2022-00040545,0 Block MARCH ST,05/25/2022 01:19:00 PM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2022-00500712,400 Block PROMENADE ST,03/01/2022 05:42:58 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00032694,0 Block MARIETTA ST,04/30/2022 09:03:00 PM,4,2022,Suspicious Person,Not Used,No Violations,0,TCalandra
2022-00001332,0 Block PARADE ST,01/06/2022 06:51:00 PM,1,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,FPerez Brito
2022-00002286,0 Block WHITTIER AVE,01/10/2022 11:42:38 PM,1,2022,Malicious Mischief,Not Used,No Violations,0,DSepe
2022-00001864,0 Block PARKIS AVE,01/09/2022 02:36:00 AM,1,2022,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,MNunez
2022-00001446,0 Block PARKIS AVE,01/07/2022 10:01:00 AM,1,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,RAnderson
2022-00001446,0 Block PARKIS AVE,01/07/2022 10:01:00 AM,1,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RAnderson
2022-00001446,0 Block PARKIS AVE,01/07/2022 10:01:00 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RAnderson
2022-00007825,0 Block PARKIS AVE,02/01/2022 11:46:00 AM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2021-00100149,0 Block PARKIS AVE,12/16/2021 11:24:00 AM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2022-00031591,0 Block PARKIS AVE,04/27/2022 10:42:29 AM,4,2022,"Fraud, Swindle",11-41-4,OBT/ MONEY-FALSE PRETENSE/PERSONATION/0 $1500 - FALSE PRETENSE,1,LFernandez
2022-00016189,0 Block PARKIS AVE,03/04/2022 12:57:28 PM,3,2022,Trespass,Not Used,No Violations,0,MMaycock
2022-00039843,0 Block RALPH ST,05/23/2022 10:07:36 AM,5,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JRodrigues
2022-00041772,100 Block PINE ST,05/29/2022 01:12:00 AM,5,2022,Traffic Violation,31-3-18,Display of Plates Penalties,1,RAbenante
2022-00041772,100 Block PINE ST,05/29/2022 01:12:00 AM,5,2022,Traffic Violation,31-8-2,Operation of MV When Registration Canceled,1,RAbenante
2022-00043737,100 Block PINE ST,06/03/2022 11:28:00 PM,6,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RAbenante
2022-00043737,100 Block PINE ST,06/03/2022 11:28:00 PM,6,2022,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,RAbenante
2022-00043737,100 Block PINE ST,06/03/2022 11:28:00 PM,6,2022,Traffic Violation,31-8-3,Improper Use of Evidence of Registration or Certificate,1,RAbenante
2022-00043737,100 Block PINE ST,06/03/2022 11:28:00 PM,6,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RAbenante
2022-00044161,100 Block PINE ST,06/05/2022 01:12:00 AM,6,2022,Disturbance,Not Used,No Violations,0,ELane
2022-00501380,100 Block PINE ST,05/01/2022 12:05:33 PM,5,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,DShields
2022-00034841,100 Block PINE ST,05/08/2022 12:08:00 AM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GKue
2022-00034841,100 Block PINE ST,05/08/2022 12:08:00 AM,5,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,GKue
2022-00015462,100 Block PINE ST,03/01/2022 06:32:00 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GKue
2022-00018581,100 Block PINE ST,03/13/2022 03:33:00 AM,3,2022,License Violation,Not Used,No Violations,0,GKue
2022-00018672,100 Block PINE ST,03/13/2022 03:44:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00026465,100 Block PINE ST,04/09/2022 10:19:00 PM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2022-00028391,100 Block PINE ST,04/16/2022 12:38:00 AM,4,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LFerreras
2022-00022537,100 Block PINE ST,03/26/2022 11:35:00 PM,3,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GKue
2022-00000014,100 Block PINE ST,01/01/2022 12:45:00 AM,1,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GKue
2022-00000014,100 Block PINE ST,01/01/2022 12:45:00 AM,1,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,GKue
2022-00026588,CHALKSTONE AVE &  SMITH ST,04/10/2022 09:17:00 AM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2022-00029478,CHALKSTONE AVE &  SMITH ST,04/20/2022 05:30:00 AM,4,2022,Shots Fired,Not Used,No Violations,0,CMain
